,speaker,text,timestamp,clean_text
539,Lex Fridman," I love it how I'm asking you out there, philosophical and sort of engineering questions and for the first time ever, you jumped to the legal FDA.",1900-01-01 02:23:52,love asking philosophical sort engineering question first time ever jumped legal fda
540,Joscha Bach," There would be enough people that would be crazy enough to have holes drilled in their skull to try a new type of brain computer interface, right?",1900-01-01 02:24:04,would enough people would crazy enough hole drilled skull try new type brain computer interface right
541,Joscha Bach," But also if it works, FDA will approve it. I mean, yes, you're... It's like a... Because, you know, I work a lot with autonomous vehicles. Yes. You can say there's going to be very difficult regulatory process of approving autonomos [vehicles], but it doesn't mean autonomous vehicles are never going to happen .So...",1900-01-01 02:24:10,also work fda approve mean yes like know work lot autonomous vehicle yes say going difficult regulatory process approving autonomos vehicle mean autonomous vehicle never going happen
542,Joscha Bach," No, they will totally happen, as soon as we create jobs for at least two lawyers and one regulator per car.",1900-01-01 02:24:26,totally happen soon create job least two lawyer one regulator per car
543,Joscha Bach," Yes, lawyers... that's actually like lawyers as the fundamental substrate of reality.",1900-01-01 02:24:33,yes lawyer actually like lawyer fundamental substrate reality
544,Joscha Bach," In the US. It's a very weird system. It's not universal in the world. It's a... The law is a very interesting software once you realize it, right? These circuits are in some sense streams of software and this is largely works by exception handling. So you make decisions on the ground and they get synchronized with the next level structure as soon as an exception is being thrown.",1900-01-01 02:24:42,u weird system universal world law interesting software realize right circuit sense stream software largely work exception handling make decision ground get synchronized next level structure soon exception thrown
545,Joscha Bach," It's a yeah, so.",1900-01-01 02:25:00,yeah
546,Joscha Bach," So it escalates the exception handling. The process is very expensive, especially since it's incentivizes the lawyers for producing a lot of work for lawyers.",1900-01-01 02:25:02,escalates exception handling process expensive especially since incentivizes lawyer producing lot work lawyer
547,Joscha Bach," Yes. So the exceptions are actually incentivized for for for firing often. But but to return outside of lawyers, is there anything fundamentally like is there anything interesting, insightful about the possibility of this extra layer of intelligence added to the brain?",1900-01-01 02:25:11,yes exception actually incentivized firing often return outside lawyer anything fundamentally like anything interesting insightful possibility extra layer intelligence added brain
548,Joscha Bach," I do think so, but I don't think that you need, uh, technically invasive procedures to do so. We can already interface with other people by observing them very, very closely and getting in some kind of empathetic resonance. And I'm a nerd so I'm not very good at this, but I notice that people are able to do this to some degree. And it basically means that we model an interface layer of the other person in real time. And it works despite our neurons being slow, because most of the things that we do are built on periodic processes. So you just need to etrain yourself with the oscillation that happens, and if the oscillation itself changes slowly enough, you can basically follow along.",1900-01-01 02:25:32,think think need uh technically invasive procedure already interface people observing closely getting kind empathetic resonance nerd good notice people able degree basically mean model interface layer person real time work despite neuron slow thing built periodic process need etrain oscillation happens oscillation change slowly enough basically follow along
549,Joscha Bach," Right. But the bandwidth of that interaction, the... You know, it seems like you can do a lot more computation when there's...",1900-01-01 02:26:10,right bandwidth interaction know seems like lot computation
550,Joscha Bach," Of course. But the other thing is that the bandwidth that our brain, our own mind is running on is actually quite slow. So the number of thoughts that I can productively think in any given day is quite limited.",1900-01-01 02:26:20,course thing bandwidth brain mind running actually quite slow number thought productively think given day quite limited
551,Joscha Bach, But it's much...,1900-01-01 02:26:32,much
552,Joscha Bach," If I had the discipline to write it down and the speed to write it down, maybe it would be a book every day or so. But if you think about the computers that we can build, the magnitudes at which they operate, right, this would be nothing. It's something that they can put out in a second.",1900-01-01 02:26:33,discipline write speed write maybe would book every day think computer build magnitude operate right would nothing something put second
553,Joscha Bach," Well, I don't know. So as possible, sort of the number of thoughts you have in your brain is it could be several orders of magnitude higher than what you're possibly able to express through your fingers or through your voice.",1900-01-01 02:26:47,well know possible sort number thought brain could several order magnitude higher possibly able express finger voice
554,Joscha Bach, Like,1900-01-01 02:27:00,like
555,Joscha Bach, But most of them are going to be repetitive because...,1900-01-01 02:27:01,going repetitive
556,Lex Fridman," well, how do you know that?",1900-01-01 02:27:04,well know
557,Joscha Bach," Because they have to control the same problems every day. When I walk, they are going to be processes in my brain, that model my walking pattern and regulate them and so on. But it's going to be pretty much the same every day.",1900-01-01 02:27:06,control problem every day walk going process brain model walking pattern regulate going pretty much every day
558,Joscha Bach, But that would be beca...,1900-01-01 02:27:16,would beca
559,Joscha Bach, ...Every step...,1900-01-01 02:27:17,every step
560,Joscha Bach," But I'm talking about an intellectual reason. I'm thinking... So the question, what is the best system of government? So you sit down and start thinking about that. One of the constraints is that you don't have access to a lot of like you have access to a lot of facts, a lot of studies.. you have to do... you always have to interface with something else to learn more to to aid in your reasoning process. If you can directly access all of Wikipedia in trying to understand what is the best form of government, then every thought won't be stuck in a ... Like every thought that requires some extra piece of information, we will be able to grab it really quickly. That that's the possibility of, if the bottleneck is literally the information that, you know, the bottleneck of breakthrough ideas is just being able to quickly access huge amounts of information, then the possibility of connecting your brain to the computer could lead to totally new, like, you know, totally new breakthroughs. You can think of mathematicians being able to, you know, just up the orders of magnitude of power in their reasoning about mathematical proofs.",1900-01-01 02:27:18,talking intellectual reason thinking question best system government sit start thinking one constraint access lot like access lot fact lot study always interface something else learn aid reasoning process directly access wikipedia trying understand best form government every thought stuck like every thought requires extra piece information able grab really quickly possibility bottleneck literally information know bottleneck breakthrough idea able quickly access huge amount information possibility connecting brain computer could lead totally new like know totally new breakthrough think mathematician able know order magnitude power reasoning mathematical proof
561,Joscha Bach," What if humanity has already discovered the optimal form of government through evolutionary process. There is an evolution going on, and so what we discover is that maybe the problem of government doesn't have stable solutions for us as a species because we are not designed in such a way that we can make everybody conform to them. So but there could be solutions that work under given circumstances or that are the best for certain environment and depends on, for instance, the primary forms of ownership and the means of production. So if the main means of production is land and then there are forms of government will be regulated by the landowners and you get a monarchy.",1900-01-01 02:28:25,humanity already discovered optimal form government evolutionary process evolution going discover maybe problem government stable solution u specie designed way make everybody conform could solution work given circumstance best certain environment depends instance primary form ownership mean production main mean production land form government regulated landowner get monarchy
562,Joscha Bach," If you also want to have a form of government in which a subset... you depend on some form of slavery, for instance, where the peasants have to work very long hours for very little gain so very few people can have plumbing, then maybe you need to promise them that you get paid in the afterlife, the overtime. Right? So you need a theocracy. And so for much of human history in the West, you had a combination of monarchy and theocracy.",1900-01-01 02:29:05,also want form government subset depend form slavery instance peasant work long hour little gain people plumbing maybe need promise get paid afterlife overtime right need theocracy much human history west combination monarchy theocracy
563,Joscha Bach," That was our form of governance. Right? At the same time, the Catholic Church implemented game theoretic principles. I recently reread Thomas Aquinas. It's very interesting to see this, because he was not dualist. He was translating Aristotle in a particular way for designing an operating system for the Catholic society. And he says that basically people are animals and very much the same way as Aristotle envisions, which basically organism with cybernetic control. And then he says that there are additional rational principles that humans can discover and everybody can discover them so there are universal. If you are sane you, should understand, you said to submit to them because you can rationally deduce them. And these principles are roughly: you should be willing to self-regulate correctly. You should be willing to do correct social regulation, inter-organismic. You should be willing to act on your models so you have skin in the game. And you should have goal rationality, you should be choosing the right goals to work on. And so basically these three rational principles, goal rationality he calls prudence or wisdom, social regulation is justice, the correct social one, and the internal regulation is temperance. And this thing, willingness to act on your models is courage. Mm hmm. And then he says that there are additionally to these four cardinal virtues, three divine virtues. And these three divine virtues cannot be rationally deduced but they reveal themselves by the harmony, which means if you assume them and you extrapolate what's going to happen, you will see that that makes sense. And it's often been misunderstood, as God has to tell you that these are the things. So they're basically there's something nefarious going on. The Christian conspiracy forces you to believe some guy with a long beard that they discovered this. But, uh, so these principles are relatively simple. Again, you need... its for high level organization, for the resulting civilization that you form, a commitment to unity, so basically you serve this higher, larger thing, this structural principle on the next level. And he calls that faith. Then there needs to be a commitment to a shared purpose. Basically this global reward that you try to figure out what that should be and how you can facilitate this and this is love. The commitment to a shared purpose is the core of love. Right. You see the sacred thing that is more important than your own organismic interests in the other. And you serve this together and this is how you see the sacred and the other. And the last one is hope, which means you need to be willing to act on that principle without getting rewards in the here and now because it doesn't exist yet. Then you start out building the civilization. Right. So you need to be able to do this in the absence of its actual existence yet so it can come into being.",1900-01-01 02:29:31,form governance right time catholic church implemented game theoretic principle recently reread thomas aquinas interesting see dualist translating aristotle particular way designing operating system catholic society say basically people animal much way aristotle envisions basically organism cybernetic control say additional rational principle human discover everybody discover universal sane understand said submit rationally deduce principle roughly willing self regulate correctly willing correct social regulation inter organismic willing act model skin game goal rationality choosing right goal work basically three rational principle goal rationality call prudence wisdom social regulation justice correct social one internal regulation temperance thing willingness act model courage mm hmm say additionally four cardinal virtue three divine virtue three divine virtue cannot rationally deduced reveal harmony mean assume extrapolate going happen see make sense often misunderstood god tell thing basically something nefarious going christian conspiracy force believe guy long beard discovered uh principle relatively simple need high level organization resulting civilization form commitment unity basically serve higher larger thing structural principle next level call faith need commitment shared purpose basically global reward try figure facilitate love commitment shared purpose core love right see sacred thing important organismic interest serve together see sacred last one hope mean need willing act principle without getting reward exist yet start building civilization right need able absence actual existence yet come
564,Joscha Bach," So, yes. So the way comes into being is by you accepting those notions and then you see these three divine concepts and you see them realized that",1900-01-01 02:32:21,yes way come accepting notion see three divine concept see realized
565,Joscha Bach," Divine is a loaded concept in our world, because we are outside of this cult and we are still scarred from breaking free of it. But the idea is basically, we need to have a civilization that acts as an intentional agent, like an insect state. And we are not actually a tribal species, we are state building species. And what enabled state building is basically the formation of religious states and other forms of rule-based administration in which the individual doesn't matter as much as the rule or the higher goal.",1900-01-01 02:32:31,divine loaded concept world outside cult still scarred breaking free idea basically need civilization act intentional agent like insect state actually tribal specie state building specie enabled state building basically formation religious state form rule based administration individual matter much rule higher goal
566,Joscha Bach, Right.,1900-01-01 02:32:59,right
567,Joscha Bach," We got there via the question, what's the optimal form of governance? So I don't think that catholicism is the optimal form of governance because it's obviously on the way out. Right? So it is for the present type of society that we are in, religious institutions don't seem to be optimal to organize us. So what we discovered right now that we live in in the West is democracy. And democracy is the rule of oligarchs that are the people that currently own the means of production, that is administered not by the oligarchs themselves, because they there's too much disruption. Right. There's so much innovation that we have in every generation new means of production that we invent. And corporations die usually after 30 years or so. And something other takes a leading role in our societies. So it's administered by institutions. And these institutions themselves are not elected, but they provide continuity and they are led by electable politicians. And this makes it possible that you can adapt to change without having to kill people. Right. So you can tell, for instance, of a change in government if people think that the current government is too corrupt or is not up to date, you can just elect new people. Or if a journalist finds out something inconvenient about the institution and the institution is... has no plan B like in Russia, the journalist has to die. This is what... when you run a society by the deep state. So ideally you have an administration layer that you can change, if something bad happens. Right. So you will have a continuity in the whole thing. And this is the system that we came up in in the West. And the way it's set up in the US is largely a result of low level models. It's mostly just second third order consequences that people are modeling and the design of these institutions. It's a relatively young society that doesn't really take care of the downstream effects of many of the decisions that are being made. And I suspect that AI can help with this in a way, if you can fix the incentives. The society of the US, is as a society of cheaters. It's basically: cheating is so indistinguishable from innovation and we want to encourage innovation...",1900-01-01 02:33:00,got via question optimal form governance think catholicism optimal form governance obviously way right present type society religious institution seem optimal organize u discovered right live west democracy democracy rule oligarch people currently mean production administered oligarch much disruption right much innovation every generation new mean production invent corporation die usually year something take leading role society administered institution institution elected provide continuity led electable politician make possible adapt change without kill people right tell instance change government people think current government corrupt date elect new people journalist find something inconvenient institution institution plan b like russia journalist die run society deep state ideally administration layer change something bad happens right continuity whole thing system came west way set u largely result low level model mostly second third order consequence people modeling design institution relatively young society really take care downstream effect many decision made suspect ai help way fix incentive society u society cheater basically cheating indistinguishable innovation want encourage innovation
568,Lex Fridman, Can elaborate on what you mean by cheating?,1900-01-01 02:34:59,elaborate mean cheating
569,Joscha Bach," It's basically: people do things that they know are wrong. It's acceptable to do things that you know are wrong in this society, to a certain degree. You can, for instance, suggests unsustainable business models and implement them.",1900-01-01 02:35:01,basically people thing know wrong acceptable thing know wrong society certain degree instance suggests unsustainable business model implement
570,Lex Fridman," Right. But you're always pushing the boundaries. I mean, yes, you're",1900-01-01 02:35:14,right always pushing boundary mean yes
571,Lex Fridman," Yes. In the US, this is seen as a good thing, largely.",1900-01-01 02:35:17,yes u seen good thing largely
572,Lex Fridman, Yes,1900-01-01 02:35:20,yes
573,Joscha Bach," And this is different from other societies. So, for instance, social mobility is an aspect of this. Social mobility is the result of individual innovation that would not be sustainable at scale for everybody else. Normally, you should not go up, you should go deep. Right. We need bakers and need very, very good bakers. But in a society that innovates, maybe you can replace all the bakers with a really good machine. and that's not a bad thing. And it's a thing that made US so successful. Right. But it also means that the US is not optimizing for sustainability, but for innovation.",1900-01-01 02:35:21,different society instance social mobility aspect social mobility result individual innovation would sustainable scale everybody else normally go go deep right need baker need good baker society innovates maybe replace baker really good machine bad thing thing made u successful right also mean u optimizing sustainability innovation
574,Lex Fridman," And so it's not obvious as the evolutionary process is unrolling, it's not obvious that that long term would be better...",1900-01-01 02:35:51,obvious evolutionary process unrolling obvious long term would better
575,Joscha Bach," It has side effects. So basically, if you cheat, you will have a certain layer of toxic sludge that covers everything that is a result of cheating.",1900-01-01 02:35:58,side effect basically cheat certain layer toxic sludge cover everything result cheating
576,Lex Fridman, And we have to unroll this evolutionary process to figure out if these side effects are so damaging that the system is horrible or the benefits actually outweigh the the the negative effects. How do we get to the which system of government as best that was from... I'm trying to trace back the last five minutes...,1900-01-01 02:36:07,unroll evolutionary process figure side effect damaging system horrible benefit actually outweigh negative effect get system government best trying trace back last five minute
577,Joscha Bach," I suspect that we can find a way back to AI by thinking about the way in which our brain has to organize itself. In some sense, our brain is a society of neurons and our mind is a society of behaviors. And they need to be organizing themselves into a structure that implements regulation. And government is social regulation. We often see government as the manifestation of power or local interests, but it's actually a platform for negotiating the conditions of human survival. And this platform emerges over the current needs and possibilities and the trajectory that we have. So given the present state, there are only so many options on how we can move into the next stage without completely disrupting everything. And we mostly agree that it's a bad idea to disrupt everything because it will endanger our food supply for a while and the entire infrastructure and fabric of society. So we do try to find natural transitions and there are not that many natural transitions available at any given point.",1900-01-01 02:36:27,suspect find way back ai thinking way brain organize sense brain society neuron mind society behavior need organizing structure implement regulation government social regulation often see government manifestation power local interest actually platform negotiating condition human survival platform emerges current need possibility trajectory given present state many option move next stage without completely disrupting everything mostly agree bad idea disrupt everything endanger food supply entire infrastructure fabric society try find natural transition many natural transition available given point
578,Lex Fridman, What you mea by natural transitions?,1900-01-01 02:37:27,mea natural transition
579,Joscha Bach, So we try to not to have revolutions if we can help it.,1900-01-01 02:37:28,try revolution help
580,Lex Fridman," Right. So speaking of revolutions and the connection between government systems in the mind, you also said that... you said that in some sense, becoming an adult means you take charge of your emotions. Maybe never said that. Maybe I just made that up. But in the context of the mind, what's the role of emotion and what is it? First of all, what is emotion? What's its role?",1900-01-01 02:37:31,right speaking revolution connection government system mind also said said sense becoming adult mean take charge emotion maybe never said maybe made context mind role emotion first emotion role
581,Joscha Bach," It's several things. So psychologists often distinguish between emotion and feeling. And in common day parlance, we don't.",1900-01-01 02:37:58,several thing psychologist often distinguish emotion feeling common day parlance
582,Joscha Bach," I think that emotion is a configuration of the cognitive system. And that's especially true for the lowest level for the affective state. So when you have an affect, it's the configuration of certain modulation parameters like arousal, valence, your attentional focus, whether it's wide or narrow, intera-reception or extra-reception, and so on. And all these parameters together put you in a certain way that you relate with the environment and to yourself, and this is in some sense an emotional configuration.",1900-01-01 02:38:06,think emotion configuration cognitive system especially true lowest level affective state affect configuration certain modulation parameter like arousal valence attentional focus whether wide narrow intera reception extra reception parameter together put certain way relate environment sense emotional configuration
583,Joscha Bach," And the more narrow sense an emotion is an affective state that has an object. And the relevance of that object is given by motivation. And motivation is a bunch of needs that are associated with rewards, things that give you pleasure and pain. And you don't actually act on your needs, you act on models of your needs. Because when the pleasure and pain manifest, it's too late, you've done everything. So you act on expectations [of] what will give you a pleasure and pain. And these are your purposes. The needs don't form a hierarchy. They just coexist and compete. And your organism has... your brain has to find a dynamic homeostasis between them. But the purposes need to be consistent. So you basically can create a story for your life and make plans. And so we organize them all into hierarchies. And there is not a unique solution for this. Some people eat to make art and other people make art to eat. They might end up doing the same things, but they cooperate in very different ways because the ultimate goals are different and we cooperate based on shared purpose. Everything else that is not cooperation on shared purpose is transactional.",1900-01-01 02:38:33,narrow sense emotion affective state object relevance object given motivation motivation bunch need associated reward thing give pleasure pain actually act need act model need pleasure pain manifest late done everything act expectation give pleasure pain purpose need form hierarchy coexist compete organism brain find dynamic homeostasis purpose need consistent basically create story life make plan organize hierarchy unique solution people eat make art people make art eat might end thing cooperate different way ultimate goal different cooperate based shared purpose everything else cooperation shared purpose transactional
584,Lex Fridman, I don't think I understood that last piece of the achieving the homeostasis. Are you distinguishing between the experience of emotion and the expression of emotion?,1900-01-01 02:39:35,think understood last piece achieving homeostasis distinguishing experience emotion expression emotion
585,Joscha Bach," Of course. So the experience of emotion is a feeling. And in this sense, what you feel is an appraisal that your perceptual system has made of the situation at hand. And it makes this based on your motivation. and on your estimates, not your but of the subconscious geometric parts of your mind that assess the situation in the world with something like a neural network. And this neural network is making itself known to the symbolic parts of your mind, to your conscious attention via mapping them as features into a space.",1900-01-01 02:39:47,course experience emotion feeling sense feel appraisal perceptual system made situation hand make based motivation estimate subconscious geometric part mind ass situation world something like neural network neural network making known symbolic part mind conscious attention via mapping feature space
586,Joscha Bach," So what you will feel about your emotion is a projection usually into your body map. So you might feel anxiety in your solar plexus and you might feel it as a contraction, which is all geometry. Right. Your body map is the space that is always instantiated and always available. So it's a very obvious cheat, if your non-symbolic parts of your brain, try to talk to your symbolic parts of your brain to map the feelings into the body map. And then you perceive them as pleasant or unpleasant, depending on whether the appraisal has a negative or positive valence. And then you have different features of them that give you more knowledge about the nature of what your feelings are. For instance, when you feel connected to other people, you typically feel this in your chest region around your heart, and you feel this is an expansive feeling in which you're reaching out. Right. And it's very intuitive to encode it like this. That's why it's encoded like this for most people.",1900-01-01 02:40:21,feel emotion projection usually body map might feel anxiety solar plexus might feel contraction geometry right body map space always instantiated always available obvious cheat non symbolic part brain try talk symbolic part brain map feeling body map perceive pleasant unpleasant depending whether appraisal negative positive valence different feature give knowledge nature feeling instance feel connected people typically feel chest region around heart feel expansive feeling reaching right intuitive encode like encoded like people
587,Joscha Bach, It's encoded.,1900-01-01 02:41:14,encoded
588,Joscha Bach, It's a code in which the non-symbolic parts of your mind talk to the symbolic ones.,1900-01-01 02:41:15,code non symbolic part mind talk symbolic one
589,Lex Fridman, And then the expression of emotion is then the final step that could be sort of gestural or visual and so on. Thats part of the communication...,1900-01-01 02:41:19,expression emotion final step could sort gestural visual thats part communication
590,Joscha Bach," I suspect this probably evolved as part of an adversarial communication. So as soon as you started to observe the facial expression and posture of others to understand what emotional state they are in, others started to use this as signaling and also to subvert your model of their emotional state. So we now look at the inflections that the difference between the standard face that they're going to make in this situation. Like when you were at a funeral, everybody expects you to make a solemn face, but the solemn face doesn't express whether your sad or not. It just expresses that you understand what face you have to make at a funeral. Nobody should know that you are triumphant. So when you try to read the emotion of another person, you try to look at the delta between a sad, a truly sad expression and the things that are animated making this face behind the curtain.",1900-01-01 02:41:27,suspect probably evolved part adversarial communication soon started observe facial expression posture others understand emotional state others started use signaling also subvert model emotional state look inflection difference standard face going make situation like funeral everybody expects make solemn face solemn face express whether sad express understand face make funeral nobody know triumphant try read emotion another person try look delta sad truly sad expression thing animated making face behind curtain
591,Lex Fridman," So the interesting thing as so having done this, having done this podcast and the video component, one of the things I've learned is that now I'm Russian and I, I just don't know how to express emotion on my face when I see that as weakness. But whatever... The people look to me after you say something, they look to my face to to help them see how they should feel about what he said, which is fascinating, because then they'll often comment on why did you look bored or why did you particularly enjoy that part or why did you whatever. It's a kind of interesting... It makes me cognizant of I'm part, like you're basically saying a bunch of brilliant things, but I'm part of the play that you're the key actor in by making my facial expressions and then and therefore telling the narrative of what the big like the big point is, which is fascinating. Makes me cognizant that I'm supposed to be making facial expressions, even this conversation is hard because my preference would be to wear a mask with sunglasses to where I could just listen.",1900-01-01 02:42:13,interesting thing done done podcast video component one thing learned russian know express emotion face see weakness whatever people look say something look face help see feel said fascinating often comment look bored particularly enjoy part whatever kind interesting make cognizant part like basically saying bunch brilliant thing part play key actor making facial expression therefore telling narrative big like big point fascinating make cognizant supposed making facial expression even conversation hard preference would wear mask sunglass could listen
592,Joscha Bach, Yes.,1900-01-01 02:43:18,yes
593,Joscha Bach, Which is...,1900-01-01 02:43:19,
594,Joscha Bach," I understand this because it's intrusive to interact with others this way. And basically Eastern European society have a taboo against that, and especially Russia and the further you go to the east. And in the US, it's the opposite. You're expected to be hyper animated in your face and you're also expected to show positive effect. and if you show positive effect without a good reason in Russia, people will think you are a stupid, unsophisticated person.",1900-01-01 02:43:19,understand intrusive interact others way basically eastern european society taboo especially russia go east u opposite expected hyper animated face also expected show positive effect show positive effect without good reason russia people think stupid unsophisticated person
595,Lex Fridman," Exactly. And here, positive effect without reason goes either appreciate or goes unnoticed.",1900-01-01 02:43:49,exactly positive effect without reason go either appreciate go unnoticed
596,Joscha Bach," No, it's the default. It's being expected. Everything is amazing. Have you seen these...",1900-01-01 02:43:57,default expected everything amazing seen
597,Lex Fridman, Lego Movie?,1900-01-01 02:44:03,lego movie
598,Joscha Bach," No. There was a diagram where somebody gave the appraisals that exist in the US and Russia. So you have your bell curve and the lower 10 percent in the US are: It's a good start. Everything above the lowest 10 percent is: it's amazing. And for Russians, everything below the top 10 percent is: it's terrible. And then everything except the top percent is: I don't like it. And the top percent is: even so!",1900-01-01 02:44:04,diagram somebody gave appraisal exist u russia bell curve lower percent u good start everything lowest percent amazing russian everything top percent terrible everything except top percent like top percent even
599,Lex Fridman," You know, it's funny, but it's kind of true. No. Yeah,",1900-01-01 02:44:40,know funny kind true yeah
600,Joscha Bach," But there's a deeper aspect to this. It's also how you construct meaning. In the US, usually you focus on the positive aspects and you just suppress the negative aspects. And our Eastern European traditions, we emphasize the fact that if you hold something above the waterline, you also need to put something below the waterline because existence by itself is at best neutral.",1900-01-01 02:44:43,deeper aspect also construct meaning u usually focus positive aspect suppress negative aspect eastern european tradition emphasize fact hold something waterline also need put something waterline existence best neutral
601,Lex Fridman, Right. That's the basic intuition at best. Neutral. Yes. Or just suffering the default.,1900-01-01 02:45:08,right basic intuition best neutral yes suffering default
602,Joscha Bach," There are moments of beauty, but these moments of beauty are inextricably linked to the reality of suffering. And to not acknowledge the reality of suffering means that you are really stupid and unaware of the fact that basically every conscious being spends most of the time suffering.",1900-01-01 02:45:13,moment beauty moment beauty inextricably linked reality suffering acknowledge reality suffering mean really stupid unaware fact basically every conscious spends time suffering
603,Lex Fridman," Yeah, you just summarized the ethos of the Eastern Europe. Yeah, most of life is suffering with occasional moments of beauty. And if your facial expressions don't acknowledge the abundance of suffering in the world and the existence itself, then you must be an idiot.",1900-01-01 02:45:29,yeah summarized ethos eastern europe yeah life suffering occasional moment beauty facial expression acknowledge abundance suffering world existence must idiot
604,Joscha Bach," It's an interesting thing when you raise children in the U.S. and you, in some sense, preserve the identity of the intellectual and cultural traditions that are embedded in your own families. And your daughter asks you about Ariel the mermaid, and asks you, why is Ariel not allowed to play with the humans? And you tell her the truth. She is a Siren. Sirens eat people, you don't play with your food, it does not end well. And then you tell her the original story, which is not the one by Andersen, which is the romantic one. And there's a much darker one.",1900-01-01 02:45:47,interesting thing raise child u sense preserve identity intellectual cultural tradition embedded family daughter asks ariel mermaid asks ariel allowed play human tell truth siren siren eat people play food end well tell original story one andersen romantic one much darker one
605,Lex Fridman, Which is?,1900-01-01 02:46:19,
606,Joscha Bach, The Undine story.,1900-01-01 02:46:20,undine story
607,Lex Fridman, What happens?,1900-01-01 02:46:21,happens
608,Joscha Bach," So Undine is a mermaid or a water woman. She lives on the ground of a river and she meets this prince and they fall in love. And the prince really, really wants to be with her. And she says, OK, but the deal is you cannot have any other woman. If you marry somebody else, even though you cannot be with me, because obviously you cannot breathe underwater and I have things to do than managing your kingdom as you have here, you will die. And eventually, after a few years, he falls in love with some princess and marries her and she shows up and quietly goes into his chamber and nobody is able to stop her or willing to do so because she is fierce. And she comes quietly and sad out of his chamber and they ask her, what has happened, what did you do? And she said, I kissed him to death.",1900-01-01 02:46:21,undine mermaid water woman life ground river meet prince fall love prince really really want say ok deal cannot woman marry somebody else even though cannot obviously cannot breathe underwater thing managing kingdom die eventually year fall love princess marries show quietly go chamber nobody able stop willing fierce come quietly sad chamber ask happened said kissed death
609,Lex Fridman, All done.,1900-01-01 02:47:08,done
610,Joscha Bach," And you know, the Andersson story, right? In the Andersson story, the mermaid is playing with this prince that she saves and she falls in love with him and she cannot live out there. So she is giving up her voice and her tail for a human-like appearance so she can walk among the humans. But this guy does not recognize that she is the one that he should marry. Instead, he marries somebody who has a kingdom and economical and political relationships to his own kingdom and so on, as he should.",1900-01-01 02:47:10,know andersson story right andersson story mermaid playing prince save fall love cannot live giving voice tail human like appearance walk among human guy recognize one marry instead marries somebody kingdom economical political relationship kingdom
611,Lex Fridman, It's quite tragic as well.,1900-01-01 02:47:39,quite tragic well
612,Joscha Bach, and she dies.,1900-01-01 02:47:40,dy
613,Lex Fridman," Yeah. Yeah. Instead, Disney, The Little Mermaid story has a little bit of a happy ending. That's the Western... That's the American way.",1900-01-01 02:47:41,yeah yeah instead disney little mermaid story little bit happy ending western american way
614,Joscha Bach," My own problem is, with this, of course, that I read Oscar Wilde before I read the other thing. So I am indoctrinated, inoculated with this romanticism. And I think that the mermaid is right. You sacrifice your life for romantic love, that's what you do. Because if you are confronted with either serving the machine and doing the obviously right thing and the economic and social and all other human incentives, that's wrong. You should follow your heart.",1900-01-01 02:47:53,problem course read oscar wilde read thing indoctrinated inoculated romanticism think mermaid right sacrifice life romantic love confronted either serving machine obviously right thing economic social human incentive wrong follow heart
615,Lex Fridman, So do you think suffering is fundamental to happiness along these lines?,1900-01-01 02:48:20,think suffering fundamental happiness along line
616,Joscha Bach," No. Suffering is the result of caring about things that you cannot change. And if you are able to change what you care about to those things that you can change, you will not suffer.",1900-01-01 02:48:26,suffering result caring thing cannot change able change care thing change suffer
617,Lex Fridman, But would then would you then be able to experience happiness?,1900-01-01 02:48:34,would would able experience happiness
618,Joscha Bach," Yes. But happiness itself is not important. Happiness is like a cookie. When you are a child you think cookies are very important and you want to have all the cookies in the world. You look forward to being an adult because then you have as many cookies as you want, right?",1900-01-01 02:48:38,yes happiness important happiness like cookie child think cooky important want cooky world look forward adult many cooky want right
619,Lex Fridman, Yes.,1900-01-01 02:48:51,yes
620,Joscha Bach," But as an adult, you realize the cookie is a tool. It's a tool to make you eat vegetables. And once you eat your vegetables anyway, you stop eating cookies for the most part, because otherwise you will get diabetes and will not be around for your kids.",1900-01-01 02:48:51,adult realize cookie tool tool make eat vegetable eat vegetable anyway stop eating cooky part otherwise get diabetes around kid
621,Lex Fridman," Yes, but then the cookie, the scarcity of a cookie... If scarcity is enforced. Nevertheless, the pleasure comes from the scarcity.",1900-01-01 02:49:03,yes cookie scarcity cookie scarcity enforced nevertheless pleasure come scarcity
622,Joscha Bach," Yes, but the happiness is a cookie that your brain bakes for itself. It's not made by the environment. The environment cannot make you happy. It's your appraisal of the environment that makes you happy. And if you can change the appraisal of the environment, which you can learn to, then you can create arbitrary states of happiness. And some meditators fall into this trap. So they discover the room, this basement room in their brain where the cookies are made and they indulge and stuff themselves and after a few months, it gets really old. And the big crisis of meaning comes. Because they thought before that their unhappiness was the result of not being happy enough so they fix this, right? They can release the neurotransmitters at will, if they train. And then the crisis of meaning pops up at a deeper layer. And the question is, why do I live? How can I make a sustainable civilization that is meaningful to me? How can I insert myself into this? And this was the problem that you couldn't solve in the first place.",1900-01-01 02:49:11,yes happiness cookie brain bakes made environment environment cannot make happy appraisal environment make happy change appraisal environment learn create arbitrary state happiness meditators fall trap discover room basement room brain cooky made indulge stuff month get really old big crisis meaning come thought unhappiness result happy enough fix right release neurotransmitter train crisis meaning pop deeper layer question live make sustainable civilization meaningful insert problem solve first place
